"Table S1. Sample information including scientific name based on nuclear assignment, sex, date of collection, and latitude and longitude of sampling location. Plumage scores for samples with available data are also provided. Per sample accession numbers associated with raw mtDNA and nuclear Illumina Hiseq data are provided."														
Sample.ID	Scientific_Name	Common_Name	Nuclear_Group	Plumage_Score	Sex	Age	Country	State/Province	Longitude	Latitude	Date Collected	Genbank mtDNA Accession Num.	Genbank ddRAD Raw Read SRA	Genbank ddRAD Raw Read Accession Num.
PL3243	Anas platyrhynchos	Wild Mallard	WILD.MALL	Unavailable Data	Male	AHY	United States	Texas	31.82367	-106.565	16-Aug-17	TBD	TBD	TBD
PL6030	Anas platyrhynchos	Wild Mallard	WILD.MALL	Unavailable Data	Female	AHY	United States	Texas	31.82367	-106.565	23-Feb-18	TBD	TBD	TBD
PL6027	Anas platyrhynchos	Wild Mallard	WILD.MALL	Unavailable Data	Male	AHY	United States	Texas	31.82367	-106.565	2-Feb-18	TBD	TBD	TBD
PL6031	Anas platyrhynchos	Wild Mallard	WILD.MALL	Unavailable Data	Male	AHY	United States	Texas	31.82367	-106.565	23-Feb-18	TBD	TBD	TBD
PL6032	Anas platyrhynchos	Wild Mallard	WILD.MALL	Unavailable Data	Male	AHY	United States	Texas	31.82367	-106.565	20-Apr-18	TBD	TBD	TBD
PL508	MX.FERAL	Mexican duck x Feral Park Mallard Hybrid	Mexican duck x Feral Park Mallard Hybrid	Unavailable Data	Female	A	United States	New Mexico	34.72	-106.8	5-Dec-09	KT762107	 PRJNA295689	SAMN04095867
PL6015	MX.FERAL	Mexican duck x Feral Park Mallard Hybrid	Mexican duck x Feral Park Mallard Hybrid	7	Female	AHY	United States	Texas	31.82367	-106.565	22-Sep-17	TBD	TBD	TBD
PL3218	MX.FERAL	Mexican duck x Feral Park Mallard Hybrid	Mexican duck x Feral Park Mallard Hybrid	Unavailable Data	Female	NA	United States	Texas	31.82367	-106.565	14-Aug-17	TBD	TBD	TBD
PL3246	MX.FERAL	Mexican duck x Feral Park Mallard Hybrid	Mexican duck x Feral Park Mallard Hybrid	Unavailable Data	Female	HY	United States	Texas	31.82367	-106.565	25-Aug-17	TBD	TBD	TBD
BF8	Anas platyrhynchos	Wild Mallard	Wild x Feral Mallard	6	Female	NA	United States	New Mexico	33.80211	-106.8784	27-Jul-17	TBD	TBD	TBD
BF9	Anas platyrhynchos	Wild Mallard	Wild x Feral Mallard	6	Female	NA	United States	New Mexico	33.80211	-106.8784	27-Jul-17	TBD	TBD	TBD
BM10	Anas platyrhynchos x Anas diazi	Mexican duck x Wild Mallard Hybrid	Mexican duck x Wild Mallard Hybrid	Unavailable Data	Male	NA	United States	New Mexico	33.80211	-106.8784	20-Jul-17	TBD	TBD	TBD
BF7	Anas platyrhynchos x Anas diazi	Mexican duck x Wild Mallard Hybrid	Mexican duck x Wild Mallard Hybrid	7	Female	NA	United States	New Mexico	33.80211	-106.8784	20-Jul-17	TBD	TBD	TBD
BF2	Anas platyrhynchos x Anas diazi	Mexican duck x Wild Mallard Hybrid	Mexican duck x Wild Mallard Hybrid	Unavailable Data	Female	NA	United States	New Mexico	33.80211	-106.8784	13-Apr-17	TBD	TBD	TBD
BF1	Anas platyrhynchos x Anas diazi	Mexican duck x Wild Mallard Hybrid	Mexican duck x Wild Mallard Hybrid	Unavailable Data	Female	NA	United States	New Mexico	33.80211	-106.8784	12-Apr-17	TBD	TBD	TBD
PL6016	Anas platyrhynchos x Anas diazi	Mexican duck x Wild Mallard Hybrid	Mexican duck x Wild Mallard Hybrid	6	Female	AHY	United States	Texas	31.82367	-106.565	22-Sep-17	TBD	TBD	TBD
PL6000	Anas platyrhynchos x Anas diazi	Mexican duck x Wild Mallard Hybrid	Mexican duck x Wild Mallard Hybrid	8	Female	HY	United States	Texas	31.82367	-106.565	25-Aug-17	TBD	TBD	TBD
PL6002	Anas platyrhynchos x Anas diazi	Mexican duck x Wild Mallard Hybrid	Mexican duck x Wild Mallard Hybrid	16	Male	AHY	United States	Texas	31.82367	-106.565	25-Aug-17	TBD	TBD	TBD
PL6036	Anas platyrhynchos x Anas diazi	Mexican duck x Wild Mallard Hybrid	Mexican duck x Wild Mallard Hybrid	18	Male	AHY	United States	Texas	31.82367	-106.565	25-May-18	TBD	TBD	TBD
PL3247	Anas platyrhynchos x Anas diazi	Mexican duck x Wild Mallard Hybrid	Mexican duck x Wild Mallard Hybrid	5	Female	AHY	United States	Texas	31.82367	-106.565	25-Aug-17	TBD	TBD	TBD
BF5	Anas platyrhynchos x Anas diazi	Mexican duck x Wild Mallard Hybrid	Mexican duck x Wild Mallard Hybrid	Unavailable Data	Female	NA	United States	New Mexico	33.80211	-106.8784	17-Jul-17	TBD	TBD	TBD
BM4	Anas platyrhynchos x Anas diazi	Mexican duck x Wild Mallard Hybrid	Mexican duck x Wild Mallard Hybrid	Unavailable Data	Male	NA	United States	New Mexico	33.80211	-106.8784	10-Jul-17	TBD	TBD	TBD
PL6007	Anas platyrhynchos x Anas diazi	Mexican duck x Wild Mallard Hybrid	Mexican duck x Wild Mallard Hybrid	5	Male	AHY	United States	Texas	31.82367	-106.565	13-Sep-17	TBD	TBD	TBD
BM9	Anas platyrhynchos x Anas diazi	Mexican duck x Wild Mallard Hybrid	Mexican duck x Wild Mallard Hybrid	Unavailable Data	Male	NA	United States	New Mexico	33.80211	-106.8784	9-Jul-17	TBD	TBD	TBD
BM5	Anas platyrhynchos x Anas diazi	Mexican duck x Wild Mallard Hybrid	Mexican duck x Wild Mallard Hybrid	Unavailable Data	Male	NA	United States	New Mexico	33.80211	-106.8784	10-Jul-17	TBD	TBD	TBD
KGM968	Anas platyrhynchos x Anas diazi	Mexican duck x Wild Mallard Hybrid	Mexican duck x Wild Mallard Hybrid	Unavailable Data	Female	Unk	United States	Texas	31.7903	-106.423	2003	KT762019	 PRJNA295689	SAMN04095877
PL6009	Anas platyrhynchos x Anas diazi	Mexican duck x Wild Mallard Hybrid	Mexican duck x Wild Mallard Hybrid	7	Male	HY	United States	Texas	31.82367	-106.565	13-Sep-17	TBD	TBD	TBD
PL3241	Anas platyrhynchos x Anas diazi	Mexican duck x Wild Mallard Hybrid	Mexican duck x Wild Mallard Hybrid	9	Male	AHY	United States	Texas	31.82367	-106.565	16-Aug-17	TBD	TBD	TBD
PL6024	Anas platyrhynchos x Anas diazi	Mexican duck x Wild Mallard Hybrid	Mexican duck x Wild Mallard Hybrid	13	Male	AHY	United States	Texas	31.82367	-106.565	19-Jan-18	TBD	TBD	TBD
PL6025	Anas platyrhynchos x Anas diazi	Mexican duck x Wild Mallard Hybrid	Mexican duck x Wild Mallard Hybrid	8	Male	HY	United States	Texas	31.82367	-106.565	2-Feb-18	TBD	TBD	TBD
PL3233	Anas platyrhynchos x Anas diazi	Mexican duck x Wild Mallard Hybrid	Mexican duck x Wild Mallard Hybrid	Unavailable Data	Male	AHY	United States	Texas	31.82367	-106.565	28-Jul-17	TBD	TBD	TBD
PL3239	Anas platyrhynchos x Anas diazi	Mexican duck x Wild Mallard Hybrid	Mexican duck x Wild Mallard Hybrid	6	Female	HY	United States	Texas	31.82367	-106.565	16-Aug-17	TBD	TBD	TBD
PL538	Anas diazi	Mexican Duck	Northern	Unavailable Data	Female	I	United States	New Mexico	34.02	-106.93	9-Jan-10	KT762110	 PRJNA295689	SAMN04095870
PL680	Anas diazi	Mexican Duck	Northern	Unavailable Data	Female	I	United States	New Mexico	34.02	-106.93	30-Oct-09	KT762111	 PRJNA295689	SAMN04095871
KGM927	Anas diazi	Mexican Duck	Northern	Unavailable Data	Male	Unk	United States	New Mexico	32.3122	-106.778	2003	KT762014	 PRJNA295689	SAMN04095872
PL513	Anas diazi	Mexican Duck	Northern	Unavailable Data	Male	A	United States	New Mexico	34.72	-106.8	12-Nov-09	KT762108	 PRJNA295689	SAMN04095868
KGM969	Anas diazi	Mexican Duck	Northern	Unavailable Data	Male	Unk	United States	New Mexico	33.2333	-107.317	2003	KT762020	 PRJNA295689	SAMN04095878
PL111117	Anas diazi	Mexican Duck	Northern	Unavailable Data	Unk	NA	United States	New Mexico	32.11799	-106.675044	11-Nov-17	TBD	TBD	TBD
PL3236	Anas diazi	Mexican Duck	Northern	Unavailable Data	Female	AHY	United States	Texas	31.82367	-106.565	14-Aug-17	TBD	TBD	TBD
BF10	Anas diazi	Mexican Duck	Northern	Unavailable Data	Female	NA	United States	New Mexico	33.80211	-106.8784	11-Jan-18	TBD	TBD	TBD
PL3240	Anas diazi	Mexican Duck	Northern	4	Male	HY	United States	Texas	31.82367	-106.565	16-Aug-17	TBD	TBD	TBD
LENM5	Anas diazi	Mexican Duck	Northern	Unavailable Data	Unk	NA	United States	New Mexico	32.344811	-106.857902	2017	TBD	TBD	TBD
KGM954	Anas diazi	Mexican Duck	Northern	Unavailable Data	Male	Unk	United States	New Mexico	32.3122	-106.778	2003	KT762017	 PRJNA295689	SAMN04095875
PL3229	Anas diazi	Mexican Duck	Northern	4	Male	AHY	United States	Texas	31.82367	-106.565	14-Aug-17	TBD	TBD	TBD
LENM6	Anas diazi	Mexican Duck	Northern	Unavailable Data	Unk	NA	United States	New Mexico	32.344811	-106.857902	2017	TBD	TBD	TBD
LENM4	Anas diazi	Mexican Duck	Northern	Unavailable Data	Unk	NA	United States	New Mexico	32.344811	-106.857902	2017	TBD	TBD	TBD
PL532	Anas diazi	Mexican Duck	Northern	Unavailable Data	Male	A	United States	New Mexico	32.3122	-106.778	13-Nov-09	KT762109	 PRJNA295689	SAMN04095869
PL6001	Anas diazi	Mexican Duck	Northern	Unavailable Data	Male	HY	United States	Texas	31.82367	-106.565	25-Aug-17	TBD	TBD	TBD
BM6	Anas diazi	Mexican Duck	Northern	Unavailable Data	Male	NA	United States	New Mexico	33.80211	-106.8784	13-Jul-17	TBD	TBD	TBD
KGM933	Anas diazi	Mexican Duck	Northern	Unavailable Data	Female	Unk	United States	Texas	31.7903	-106.423	2003	KT762015	 PRJNA295689	SAMN04095873
PL3234	Anas diazi	Mexican Duck	Northern	4	Male	HY	United States	Texas	31.82367	-106.565	28-Jul-17	TBD	TBD	TBD
KGM965	Anas diazi	Mexican Duck	Northern	Unavailable Data	Male	Unk	United States	New Mexico	32.2611	-107.756	2003	KT762018	 PRJNA295689	SAMN04095876
JAT1000	Anas diazi	Mexican Duck	Northern	Unavailable Data	Male	Unk	United States	Texas	30.5377	-103.801	25-May-11	KT762013	 PRJNA295689	SAMN04095866
PL3245	Anas diazi	Mexican Duck	Northern	3	Male	AHY	United States	Texas	31.82367	-106.565	16-Aug-17	TBD	TBD	TBD
PL3230	Anas diazi	Mexican Duck	Northern	Unavailable Data	Male	AHY	United States	Texas	31.82367	-106.565	14-Aug-17	TBD	TBD	TBD
PL3231	Anas diazi	Mexican Duck	Northern	2	Female	HY	United States	Texas	31.82367	-106.565	20-Jul-17	TBD	TBD	TBD
PL3232	Anas diazi	Mexican Duck	Northern	1	Female	HY	United States	Texas	31.82367	-106.565	20-Jul-17	TBD	TBD	TBD
PL3228	Anas diazi	Mexican Duck	Northern	3	Female	HY	United States	Texas	31.82367	-106.565	20-Jul-17	TBD	TBD	TBD
PL3237	Anas diazi	Mexican Duck	Northern	1	Female	AHY	United States	Texas	31.82367	-106.565	14-Aug-17	TBD	TBD	TBD
PL3244	Anas diazi	Mexican Duck	Northern	2	Male	AHY	United States	Texas	31.82367	-106.565	16-Aug-17	TBD	TBD	TBD
BM1	Anas diazi	Mexican Duck	Northern	Unavailable Data	Male	NA	United States	New Mexico	33.80211	-106.8784	5-Apr-17	TBD	TBD	TBD
PL6029	Anas diazi	Mexican Duck	Northern	2	Female	HY	United States	Texas	31.82367	-106.565	23-Feb-18	TBD	TBD	TBD
PL6023	Anas diazi	Mexican Duck	Northern	7	Male	AHY	United States	Texas	31.82367	-106.565	19-Jan-18	TBD	TBD	TBD
BM14	Anas diazi	Mexican Duck	Northern	Unavailable Data	Male	NA	United States	New Mexico	33.80211	-106.8784	14-Dec-17	TBD	TBD	TBD
BF11	Anas diazi	Mexican Duck	Northern	8	Female	NA	United States	New Mexico	33.80211	-106.8784	21-Feb-18	TBD	TBD	TBD
BF4	Anas diazi	Mexican Duck	Northern	5	Female	NA	United States	New Mexico	33.80211	-106.8784	13-Jul-17	TBD	TBD	TBD
PL6028	Anas diazi	Mexican Duck	Northern	2	Male	AHY	United States	Texas	31.82367	-106.565	23-Feb-18	TBD	TBD	TBD
PL3242	Anas diazi	Mexican Duck	Northern	2	Male	AHY	United States	Texas	31.82367	-106.565	16-Aug-17	TBD	TBD	TBD
JIBTX001	Anas diazi	Mexican Duck	Northern	2	Female	AHY	United States	Texas	31.75706	-106.2862	10-Nov-17	TBD	TBD	TBD
BM8	Anas diazi	Mexican Duck	Northern	Unavailable Data	Male	NA	United States	New Mexico	33.80211	-106.8784	20-Jul-17	TBD	TBD	TBD
PL6008	Anas diazi	Mexican Duck	Northern	4	Male	AHY	United States	Texas	31.82367	-106.565	13-Sep-17	TBD	TBD	TBD
PL6022	Anas diazi	Mexican Duck	Northern	Unavailable Data	Male	HY	United States	Texas	31.82367	-106.565	13-Oct-17	TBD	TBD	TBD
PL6021	Anas diazi	Mexican Duck	Northern	4	Male	AHY	United States	Texas	31.82367	-106.565	23-Sep-17	TBD	TBD	TBD
BM2	Anas diazi	Mexican Duck	Northern	Unavailable Data	Male	NA	United States	New Mexico	33.80211	-106.8784	12-Apr-17	TBD	TBD	TBD
BM3	Anas diazi	Mexican Duck	W.Coast	Unavailable Data	Male	NA	United States	New Mexico	33.80211	-106.8784	13-Apr-17	TBD	TBD	TBD
PL3238	Anas diazi	Mexican Duck	Northern	2	Female	HY	United States	Texas	31.82367	-106.565	16-Aug-17	TBD	TBD	TBD
PL3004	Anas diazi	Mexican Duck	Northern	1	F	Adult	Mexico	Mexico	28.180433	-106.902733	26-Jan-17	TBD	TBD	TBD
PL3097	Anas diazi	Mexican Duck	Northern	1	F	Juvenile	Mexico	Mexico	28.120683	-106.9516	29-Jan-17	TBD	TBD	TBD
PL3005	Anas diazi	Mexican Duck	W.Coast	2	M	Adult	Mexico	Mexico	28.180433	-106.902733	26-Jan-17	TBD	TBD	TBD
PL3007	Anas diazi	Mexican Duck	Northern	3	F	Juvenile	Mexico	Mexico	28.180433	-106.902733	26-Jan-17	TBD	TBD	TBD
PL3008	Anas diazi	Mexican Duck	Northern	0	M	Adult	Mexico	Mexico	28.180433	-106.902733	26-Jan-17	TBD	TBD	TBD
PL3009	Anas diazi	Mexican Duck	Northern	1	M	Adult	Mexico	Mexico	28.114883	-106.9887	26-Jan-17	TBD	TBD	TBD
PL3011	Anas diazi	Mexican Duck	Northern	1	F	Juvenile	Mexico	Mexico	28.114883	-106.9887	26-Jan-17	TBD	TBD	TBD
PL3012	Anas diazi	Mexican Duck	Northern	1	M	Adult	Mexico	Mexico	28.114883	-106.9887	26-Jan-17	TBD	TBD	TBD
PL3013	Anas diazi	Mexican Duck	Northern	0	M	Adult	Mexico	Mexico	28.114883	-106.9887	26-Jan-17	TBD	TBD	TBD
PL3014	Anas diazi	Mexican Duck	Northern	1	M	Adult	Mexico	Mexico	28.114883	-106.9887	26-Jan-17	TBD	TBD	TBD
PL3020	Anas diazi	Mexican Duck	Northern	2	M	Juvenile	Mexico	Mexico	28.1709	-106.92745	27-Jan-17	TBD	TBD	TBD
PL3021	Anas diazi	Mexican Duck	Northern	0	M	Adult	Mexico	Mexico	28.1709	-106.92745	27-Jan-17	TBD	TBD	TBD
PL3022	Anas diazi	Mexican Duck	Northern	1	F	NA	Mexico	Mexico	28.1709	-106.92745	27-Jan-17	TBD	TBD	TBD
PL3023	Anas diazi	Mexican Duck	Northern	2	M	Juvenile	Mexico	Mexico	28.1709	-106.92745	27-Jan-17	TBD	TBD	TBD
PL3024	Anas diazi	Mexican Duck	Northern	1	M	Adult	Mexico	Mexico	28.1709	-106.92745	27-Jan-17	TBD	TBD	TBD
PL3025	Anas diazi	Mexican Duck	Northern	1	M	Juvenile	Mexico	Mexico	28.1709	-106.92745	27-Jan-17	TBD	TBD	TBD
PL3026	Anas diazi	Mexican Duck	Northern	1	M	Adult	Mexico	Mexico	28.1709	-106.92745	27-Jan-17	TBD	TBD	TBD
PL3027	Anas diazi	Mexican Duck	Northern	1	M	Juvenile	Mexico	Mexico	28.1709	-106.92745	27-Jan-17	TBD	TBD	TBD
PL3028	Anas diazi	Mexican Duck	Northern	2	M	Adult	Mexico	Mexico	28.1709	-106.92745	27-Jan-17	TBD	TBD	TBD
PL3029	Anas diazi	Mexican Duck	Northern	3	M	Adult	Mexico	Mexico	28.1709	-106.92745	27-Jan-17	TBD	TBD	TBD
PL3030	Anas diazi	Mexican Duck	Northern	0	M	Adult	Mexico	Mexico	28.1709	-106.92745	27-Jan-17	TBD	TBD	TBD
PL3031	Anas diazi	Mexican Duck	W.Coast	1	M	Adult	Mexico	Mexico	28.1709	-106.92745	27-Jan-17	TBD	TBD	TBD
PL3035	Anas diazi	Mexican Duck	Northern	0	M	Adult	Mexico	Mexico	28.1709	-106.92745	27-Jan-17	TBD	TBD	TBD
PL3036	Anas diazi	Mexican Duck	Northern	8	M	Juvenile	Mexico	Mexico	28.1709	-106.92745	27-Jan-17	TBD	TBD	TBD
PL3037	Anas diazi	Mexican Duck	Northern	1	M	Adult	Mexico	Mexico	28.1709	-106.92745	27-Jan-17	TBD	TBD	TBD
PL3038	Anas diazi	Mexican Duck	Northern	1	M	Adult	Mexico	Mexico	28.1709	-106.92745	27-Jan-17	TBD	TBD	TBD
PL3039	Anas diazi	Mexican Duck	Northern	2	M	Adult	Mexico	Mexico	28.1709	-106.92745	27-Jan-17	TBD	TBD	TBD
PL3040	Anas diazi	Mexican Duck	Northern	1	F	Juvenile	Mexico	Mexico	28.1709	-106.92745	27-Jan-17	TBD	TBD	TBD
PL3042	Anas diazi	Mexican Duck	Northern	1	F	Adult	Mexico	Mexico	28.1709	-106.92745	27-Jan-17	TBD	TBD	TBD
PL3043	Anas diazi	Mexican Duck	Northern	2	M	Juvenile	Mexico	Mexico	28.2231	-106.996217	27-Jan-17	TBD	TBD	TBD
PL3044	Anas diazi	Mexican Duck	Northern	2	M	Juvenile (?)	Mexico	Mexico	28.2231	-106.996217	27-Jan-17	TBD	TBD	TBD
PL3045	Anas diazi	Mexican Duck	Northern	3	M	Adult	Mexico	Mexico	28.2231	-106.996217	27-Jan-17	TBD	TBD	TBD
PL3046	Anas diazi	Mexican Duck	W.Coast	0	F	Adult	Mexico	Mexico	28.180433	-106.902733	27-Jan-17	TBD	TBD	TBD
PL3047	Anas diazi	Mexican Duck	Northern	1	M	Juvenile	Mexico	Mexico	28.180433	-106.902733	27-Jan-17	TBD	TBD	TBD
PL3049	Anas diazi	Mexican Duck	Northern	2	M	Adult	Mexico	Mexico	28.120683	-106.9516	27-Jan-17	TBD	TBD	TBD
PL3050	Anas diazi	Mexican Duck	Northern	1	M	Adult	Mexico	Mexico	28.120683	-106.9516	27-Jan-17	TBD	TBD	TBD
PL3051	Anas diazi	Mexican Duck	Northern	1	M	Adult	Mexico	Mexico	28.120683	-106.9516	27-Jan-17	TBD	TBD	TBD
PL3052	Anas diazi	Mexican Duck	Northern	2	M	Adult	Mexico	Mexico	28.120683	-106.9516	27-Jan-17	TBD	TBD	TBD
PL3053	Anas diazi	Mexican Duck	Northern	2	M	Adult	Mexico	Mexico	28.120683	-106.9516	27-Jan-17	TBD	TBD	TBD
PL3054	Anas diazi	Mexican Duck	Northern	3	M	Adult	Mexico	Mexico	28.120683	-106.9516	27-Jan-17	TBD	TBD	TBD
PL3056	Anas diazi	Mexican Duck	Northern	3	M	Juvenile	Mexico	Mexico	28.120683	-106.9516	27-Jan-17	TBD	TBD	TBD
PL3057	Anas diazi	Mexican Duck	Northern	0	M	Adult	Mexico	Mexico	28.120683	-106.9516	27-Jan-17	TBD	TBD	TBD
PL3059	Anas diazi	Mexican Duck	Northern	1	F	Juvenile	Mexico	Mexico	28.120683	-106.9516	27-Jan-17	TBD	TBD	TBD
PL3060	Anas diazi	Mexican Duck	Northern	0	M	Adult	Mexico	Mexico	28.120683	-106.9516	27-Jan-17	TBD	TBD	TBD
PL3061	Anas diazi	Mexican Duck	Northern	1	M	Adult	Mexico	Mexico	28.120683	-106.9516	27-Jan-17	TBD	TBD	TBD
PL3062	Anas diazi	Mexican Duck	Northern	2	M	Adult	Mexico	Mexico	28.120683	-106.9516	27-Jan-17	TBD	TBD	TBD
PL3063	Anas diazi	Mexican Duck	Northern	1	F	Adult	Mexico	Mexico	28.120683	-106.9516	27-Jan-17	TBD	TBD	TBD
PL3064	Anas diazi	Mexican Duck	Northern	0	M	Adult	Mexico	Mexico	28.120683	-106.9516	27-Jan-17	TBD	TBD	TBD
PL3058	Anas diazi	Mexican Duck	Northern	0	F	Adult	Mexico	Mexico	28.120683	-106.9516	27-Jan-17	TBD	TBD	TBD
PL3066	Anas diazi	Mexican Duck	W.Coast	0	M	Juvenile	Mexico	Mexico	28.120683	-106.9516	27-Jan-17	TBD	TBD	TBD
PL3067	Anas diazi	Mexican Duck	Northern	1	F	Juvenile	Mexico	Mexico	28.120683	-106.9516	27-Jan-17	TBD	TBD	TBD
PL3068	Anas diazi	Mexican Duck	Northern	1	M	Juvenile	Mexico	Mexico	28.120683	-106.9516	27-Jan-17	TBD	TBD	TBD
PL3069	Anas diazi	Mexican Duck	Northern	2	M	Adult	Mexico	Mexico	28.120683	-106.9516	27-Jan-17	TBD	TBD	TBD
PL3077	Anas diazi	Mexican Duck	Northern	2	M	Adult	Mexico	Mexico	28.120683	-106.9516	28-Jan-17	TBD	TBD	TBD
PL3078	Anas diazi	Mexican Duck	Northern	0	M	Juvenile	Mexico	Mexico	28.120683	-106.9516	28-Jan-17	TBD	TBD	TBD
PL3079	Anas diazi	Mexican Duck	Northern	2	M	Adult	Mexico	Mexico	28.120683	-106.9516	28-Jan-17	TBD	TBD	TBD
PL3080	Anas diazi	Mexican Duck	Northern	0	F	Adult	Mexico	Mexico	28.120683	-106.9516	28-Jan-17	TBD	TBD	TBD
PL3081	Anas diazi	Mexican Duck	Northern	1	M	Adult	Mexico	Mexico	28.120683	-106.9516	28-Jan-17	TBD	TBD	TBD
PL3082	Anas diazi	Mexican Duck	Northern	2	M	Adult	Mexico	Mexico	28.120683	-106.9516	28-Jan-17	TBD	TBD	TBD
PL3083	Anas diazi	Mexican Duck	Northern	1	M	Adult	Mexico	Mexico	28.120683	-106.9516	28-Jan-17	TBD	TBD	TBD
PL3084	Anas diazi	Mexican Duck	Northern	Unavailable Data	M	Adult	Mexico	Mexico	28.120683	-106.9516	28-Jan-17	TBD	TBD	TBD
PL3087	Anas diazi	Mexican Duck	Northern	0	F	Adult	Mexico	Mexico	28.152783	-106.983567	28-Jan-17	TBD	TBD	TBD
PL3088	Anas diazi	Mexican Duck	Northern	Unavailable Data	M	Juvenile	Mexico	Mexico	28.152783	-106.983567	28-Jan-17	TBD	TBD	TBD
PL3089	Anas diazi	Mexican Duck	Northern	1	M	Adult	Mexico	Mexico	28.152783	-106.983567	28-Jan-17	TBD	TBD	TBD
PL3096	Anas diazi	Mexican Duck	Northern	0	F	Adult	Mexico	Mexico	28.120683	-106.9516	29-Jan-17	TBD	TBD	TBD
PL3098	Anas diazi	Mexican Duck	Northern	1	M	Juvenile	Mexico	Mexico	28.120683	-106.9516	29-Jan-17	TBD	TBD	TBD
PL3041	Anas diazi	Mexican Duck	Northern	2	M	Adult	Mexico	Mexico	28.1709	-106.92745	27-Jan-17	TBD	TBD	TBD
PL3090	Anas platyrhynchos	Mexican Duck	Wild.MALL	7	Female	AHY	Mexico	Chihuahua	28.15278	-106.9836	28-Jan-17	TBD	TBD	TBD
PL3100	Anas diazi	Mexican Duck	W.Coast	Unavailable Data	Male	HY	Mexico	Sinaloa	24.438402	-107.457736	2017	TBD	TBD	TBD
PL3101	Anas diazi	Mexican Duck	W.Coast	Unavailable Data	Male	AHY	Mexico	Sinaloa	24.438402	-107.457736	2017	TBD	TBD	TBD
PL3102	Anas diazi	Mexican Duck	W.Coast	Unavailable Data	Male	HY	Mexico	Sinaloa	24.438402	-107.457736	2017	TBD	TBD	TBD
PL3103	Anas diazi	Mexican Duck	W.Coast	Unavailable Data	Male	AHY	Mexico	Sinaloa	24.438402	-107.457736	2017	TBD	TBD	TBD
PL3104	Anas diazi	Mexican Duck	W.Coast	Unavailable Data	Male	AHY	Mexico	Sinaloa	24.438402	-107.457736	2017	TBD	TBD	TBD
PL3108	Anas diazi	Mexican Duck	W.Coast	1	Male	HY	Mexico	Sinaloa	25.390542	-108.333867	2018	TBD	TBD	TBD
PL3109	Anas diazi	Mexican Duck	W.Coast	Unavailable Data	Male	AHY	Mexico	Sinaloa	24.438402	-107.457736	2017	TBD	TBD	TBD
PL3110	Anas diazi	Mexican Duck	Northern	1	Male	HY	Mexico	Sinaloa	25.390542	-108.333867	2018	TBD	TBD	TBD
PL3111	Anas diazi	Mexican Duck	W.Coast	1	Female	AHY	Mexico	Sinaloa	24.438402	-107.457736	2017	TBD	TBD	TBD
PL3113	Anas diazi	Mexican Duck	W.Coast	0	Female	AHY	Mexico	Sinaloa	24.438402	-107.457736	2017	TBD	TBD	TBD
PL3114	Anas diazi	Mexican Duck	W.Coast	Unavailable Data	Male	AHY	Mexico	Sinaloa	24.438402	-107.457736	2017	TBD	TBD	TBD
PL3115	Anas diazi	Mexican Duck	W.Coast	Unavailable Data	Female	AHY	Mexico	Sinaloa	25.390542	-108.333867	2018	TBD	TBD	TBD
PL3116	Anas diazi	Mexican Duck	W.Coast	Unavailable Data	Male	AHY	Mexico	Sinaloa	24.438402	-107.457736	2017	TBD	TBD	TBD
PL3117	Anas diazi	Mexican Duck	W.Coast	1	Male	AHY	Mexico	Sinaloa	25.390542	-108.333867	2018	TBD	TBD	TBD
PL3118	Anas diazi	Mexican Duck	W.Coast	1	Male	HY	Mexico	Sinaloa	25.390542	-108.333867	2018	TBD	TBD	TBD
PL3119	Anas diazi	Mexican Duck	W.Coast	1	Male	HY	Mexico	Sinaloa	25.390542	-108.333867	2018	TBD	TBD	TBD
PL3121	Anas diazi	Mexican Duck	W.Coast	0	Female	AHY	Mexico	Sinaloa	25.390542	-108.333867	2018	TBD	TBD	TBD
PL3122	Anas diazi	Mexican Duck	W.Coast	0	Male	AHY	Mexico	Sinaloa	25.390542	-108.333867	2018	TBD	TBD	TBD
PL1000	Anas diazi	Mexican Duck	W.Coast	2	Male	A	Mexico	Sonora	27.3494	-109.988	4-Feb-12	KT762021	 PRJNA295689	SAMN04095879
PL1002	Anas diazi	Mexican Duck	W.Coast	2	Male	A	Mexico	Sonora	27.3494	-109.988	4-Feb-12	KT762023	 PRJNA295689	SAMN04095881
PL1003	Anas diazi	Mexican Duck	W.Coast	2	Male	I	Mexico	Sonora	27.3494	-109.988	4-Feb-12	KT762024	 PRJNA295689	SAMN04095882
PL1004	Anas diazi	Mexican Duck	Northern	4	Male	A	Mexico	Sonora	27.3494	-109.988	4-Feb-12	KT762025	 PRJNA295689	SAMN04095883
PL1005	Anas diazi	Mexican Duck	W.Coast	4	Male	A	Mexico	Sonora	27.3494	-109.988	4-Feb-12	KT762026	 PRJNA295689	SAMN04095884
PL1006	Anas diazi	Mexican Duck	W.Coast	1	Female	I	Mexico	Sonora	27.4459	-110.15	4-Feb-12	KT762027	 PRJNA295689	SAMN04095885
PL1007	Anas diazi	Mexican Duck	Northern	0	Female	A	Mexico	Sonora	27.4459	-110.15	4-Feb-12	KT762028	 PRJNA295689	SAMN04095886
PL1008	Anas diazi	Mexican Duck	W.Coast	4	Male	A	Mexico	Sonora	27.4459	-110.15	4-Feb-12	KT762029	 PRJNA295689	SAMN04095887
